fill_id,trade_id,order_id,ticker,market_ticker,side,action,count,price,yes_price,no_price,yes_price_fixed,no_price_fixed,is_taker,client_order_id,created_time,ts
851b4633-1057-7cac-37ac-5f4de666ac90,851b4633-1057-7cac-37ac-5f4de666ac90,1f33d250-f3d4-4ed0-aa1c-f397b973eb2e,KXBTC15M-26JAN162345-45,KXBTC15M-26JAN162345-45,no,sell,5,0.03,3,97,0.0300,0.9700,True,,2026-01-17T04:43:22.022925Z,1768625002
46755b03-1e6a-420d-b473-46218e9a3fcb,46755b03-1e6a-420d-b473-46218e9a3fcb,0a77f296-844f-4022-8e3c-c8fc006ab576,KXBTC15M-26JAN162345-45,KXBTC15M-26JAN162345-45,yes,buy,1,0.18,18,82,0.1800,0.8200,True,,2026-01-17T04:36:06.463791Z,1768624566
8f7c2375-c0ea-4c3c-d651-76d9e7fe6122,8f7c2375-c0ea-4c3c-d651-76d9e7fe6122,99824932-8c51-4008-94e3-3c623445f2e0,KXBTC15M-26JAN162345-45,KXBTC15M-26JAN162345-45,yes,buy,1,0.18,18,82,0.1800,0.8200,True,,2026-01-17T04:35:58.206085Z,1768624558
bac61c98-44a9-7b39-40dc-d476beba9a20,bac61c98-44a9-7b39-40dc-d476beba9a20,aaabecd8-2ca8-4c5f-bdcc-eb6cfda9cc07,KXBTC15M-26JAN162345-45,KXBTC15M-26JAN162345-45,yes,buy,1,0.18,18,82,0.1800,0.8200,True,,2026-01-17T04:35:41.554006Z,1768624541
21a323ac-16c3-4980-f92f-2cbbe987180d,21a323ac-16c3-4980-f92f-2cbbe987180d,b8032aea-6e67-40d3-9be9-0bbcb7c03008,KXBTC15M-26JAN162345-45,KXBTC15M-26JAN162345-45,yes,buy,1,0.2,20,80,0.2000,0.8000,True,,2026-01-17T04:35:34.042346Z,1768624534
1b551b1c-e965-5cfa-48b8-d0ec6c8b09cc,1b551b1c-e965-5cfa-48b8-d0ec6c8b09cc,562f5ac7-e514-4425-b380-ae1201405acd,KXBTC15M-26JAN162345-45,KXBTC15M-26JAN162345-45,yes,buy,1,0.23,23,77,0.2300,0.7700,True,,2026-01-17T04:35:12.457351Z,1768624512
ce2f3693-b16a-4846-abad-243ceb51726f,ce2f3693-b16a-4846-abad-243ceb51726f,13517a5c-3039-4122-81db-d649ef30119e,KXBTC15M-26JAN162330-30,KXBTC15M-26JAN162330-30,no,sell,5,0.05,5,95,0.0500,0.9500,True,,2026-01-17T04:28:02.456172Z,1768624082
85de841d-7ddf-613d-dffb-403d69f9a35f,85de841d-7ddf-613d-dffb-403d69f9a35f,75fee8a5-5ab5-4b26-9ca3-2ad37f138821,KXBTC15M-26JAN162330-30,KXBTC15M-26JAN162330-30,yes,buy,1,0.23,23,77,0.2300,0.7700,True,,2026-01-17T04:16:39.017846Z,1768623399
9ddf4787-8c6c-4d67-7f13-b503a09ea801,9ddf4787-8c6c-4d67-7f13-b503a09ea801,0698d14d-0b27-42bf-bbaf-084a4efbe1cd,KXBTC15M-26JAN162330-30,KXBTC15M-26JAN162330-30,yes,buy,1,0.21,21,79,0.2100,0.7900,True,,2026-01-17T04:16:31.64564Z,1768623391
32810037-9fb4-5703-2f02-f616feeccfde,32810037-9fb4-5703-2f02-f616feeccfde,bca1564c-4802-44d1-a5c2-3334fad2dd56,KXBTC15M-26JAN162330-30,KXBTC15M-26JAN162330-30,yes,buy,2,0.2,20,80,0.2000,0.8000,True,,2026-01-17T04:16:19.353672Z,1768623379
bd5c84a0-f37b-5985-de78-248bf29faab5,bd5c84a0-f37b-5985-de78-248bf29faab5,8ccf78f9-bfca-442f-9a88-1b249b642998,KXBTC15M-26JAN162330-30,KXBTC15M-26JAN162330-30,yes,buy,1,0.21,21,79,0.2100,0.7900,True,,2026-01-17T04:16:08.873199Z,1768623368
26a6f1ad-784b-7027-ee3d-22c9e7c443b3,26a6f1ad-784b-7027-ee3d-22c9e7c443b3,da089669-eba8-4d3c-979e-dfddf0d97765,KXBTC15M-26JAN162315-15,KXBTC15M-26JAN162315-15,yes,buy,2,0.11,11,89,0.1100,0.8900,True,,2026-01-17T04:07:44.07595Z,1768622864
528b638e-86e8-53d3-57eb-8ffcc7e15d17,528b638e-86e8-53d3-57eb-8ffcc7e15d17,43598b4a-5819-44cd-bebc-77d2c9bf7b6c,KXBTC15M-26JAN162315-15,KXBTC15M-26JAN162315-15,yes,buy,1,0.13,13,87,0.1300,0.8700,True,,2026-01-17T04:07:28.80654Z,1768622848
c5c81d97-1282-5b66-cc8e-e4c839fd50a4,c5c81d97-1282-5b66-cc8e-e4c839fd50a4,bb332c0e-7cb7-4612-9c26-da6568f500d0,KXBTC15M-26JAN162315-15,KXBTC15M-26JAN162315-15,yes,buy,1,0.11,11,89,0.1100,0.8900,True,,2026-01-17T04:07:20.717539Z,1768622840
be493ea8-1637-5503-9d62-36906651175c,be493ea8-1637-5503-9d62-36906651175c,ff590fed-ad31-4699-8786-b064a5b6442b,KXBTC15M-26JAN162315-15,KXBTC15M-26JAN162315-15,yes,buy,1,0.12,12,88,0.1200,0.8800,True,,2026-01-17T04:07:12.995516Z,1768622832
3864ca08-ca99-47c7-d1ce-1142b5cc2e1d,3864ca08-ca99-47c7-d1ce-1142b5cc2e1d,ab3806ce-dff6-4265-97d8-f92c0e3274ab,KXBTC15M-26JAN162300-00,KXBTC15M-26JAN162300-00,no,buy,1,0.88,88,12,0.8800,0.1200,True,,2026-01-17T03:52:04.112921Z,1768621924
b9b3c55d-43d5-4ddb-db76-34cdfaec2755,b9b3c55d-43d5-4ddb-db76-34cdfaec2755,0b4dc51b-bda5-40e2-9576-f04fddfa76f9,KXBTC15M-26JAN162300-00,KXBTC15M-26JAN162300-00,no,buy,1,0.88,88,12,0.8800,0.1200,True,,2026-01-17T03:51:48.846472Z,1768621908
3c458960-9514-4fea-457c-610899ddf0f5,3c458960-9514-4fea-457c-610899ddf0f5,f16528f9-eb55-4002-b138-6d9ee3c08c33,KXBTC15M-26JAN162300-00,KXBTC15M-26JAN162300-00,no,buy,2,0.9,90,10,0.9000,0.1000,True,,2026-01-17T03:51:29.40667Z,1768621889
145bd54b-d810-7c8b-50d3-b3bc99982e2c,145bd54b-d810-7c8b-50d3-b3bc99982e2c,133882bf-9ef4-4c83-b553-caf73fa9131e,KXBTC15M-26JAN162300-00,KXBTC15M-26JAN162300-00,no,buy,1,0.48,48,52,0.4800,0.5200,True,,2026-01-17T03:47:04.363419Z,1768621624
09c1d71c-31e8-600b-ef67-a0994d3fbe69,09c1d71c-31e8-600b-ef67-a0994d3fbe69,03e0f207-87e6-4801-907c-b4963ea581e8,KXBTC15M-26JAN162245-45,KXBTC15M-26JAN162245-45,no,buy,1,0.42,42,58,0.4200,0.5800,True,,2026-01-17T03:32:10.166678Z,1768620730
ac2fb0b4-f547-4d77-f69d-5bd395ae55c7,ac2fb0b4-f547-4d77-f69d-5bd395ae55c7,fcd08416-dbe2-415c-9996-457776185a69,KXBTC15M-26JAN162245-45,KXBTC15M-26JAN162245-45,no,buy,1,0.43,43,57,0.4300,0.5700,True,,2026-01-17T03:31:59.956971Z,1768620719
56ab31f7-3520-7ae3-65eb-d86c263318ee,56ab31f7-3520-7ae3-65eb-d86c263318ee,aa32681e-e09d-4f04-bee1-d74fffa5a33b,KXBTC15M-26JAN162245-45,KXBTC15M-26JAN162245-45,no,buy,1,0.44,44,56,0.4400,0.5600,True,,2026-01-17T03:31:49.689521Z,1768620709
94fc8681-b872-730b-afc4-5d79bcec0697,94fc8681-b872-730b-afc4-5d79bcec0697,6d8689bb-b7ca-4c85-8ade-55049fd1be24,KXBTC15M-26JAN162245-45,KXBTC15M-26JAN162245-45,no,buy,2,0.52,52,48,0.5200,0.4800,True,,2026-01-17T03:31:39.316378Z,1768620699
4887c8f9-7f89-76dd-73b2-c8f0bcf5e9aa,4887c8f9-7f89-76dd-73b2-c8f0bcf5e9aa,bfa4ada3-d808-4f37-b920-16f4ffd67dd8,KXBTC15M-26JAN162230-30,KXBTC15M-26JAN162230-30,no,buy,1,0.44,44,56,0.4400,0.5600,True,,2026-01-17T03:17:30.434345Z,1768619850
6013c49f-dbd9-69e9-e7fa-829a4cd6a1dd,6013c49f-dbd9-69e9-e7fa-829a4cd6a1dd,c947ffe4-78f4-4a79-9aff-763657707186,KXBTC15M-26JAN162230-30,KXBTC15M-26JAN162230-30,no,buy,1,0.44,44,56,0.4400,0.5600,True,,2026-01-17T03:17:22.176874Z,1768619842
4f7a7bed-05e2-4c0f-aa63-888534624d2f,4f7a7bed-05e2-4c0f-aa63-888534624d2f,e388c57c-3f44-4338-88fe-92e297507458,KXBTC15M-26JAN162215-15,KXBTC15M-26JAN162215-15,yes,buy,1,0.17,17,83,0.1700,0.8300,True,,2026-01-17T03:04:48.293976Z,1768619088
aa6533a0-ec73-43e7-310d-8f2946e1af8c,aa6533a0-ec73-43e7-310d-8f2946e1af8c,e9381366-0d4e-423e-aef3-d0bdef589078,KXBTC15M-26JAN162215-15,KXBTC15M-26JAN162215-15,yes,buy,1,0.17,17,83,0.1700,0.8300,True,,2026-01-17T03:04:30.132555Z,1768619070
72030840-5482-5267-442b-e32b299837af,72030840-5482-5267-442b-e32b299837af,aec8c376-fea0-44ed-b354-4e48259a0a3a,KXBTC15M-26JAN162215-15,KXBTC15M-26JAN162215-15,yes,buy,1,0.17,17,83,0.1700,0.8300,True,,2026-01-17T03:04:22.271673Z,1768619062
