ts_utc_iso,ts_epoch,level,logger,event,msg_template,message,ticker,side,action,qty,price_cents,price_dollars,spot_usd,strike_usd,strike_src,tte_s,mode,time_in_force,fee_assumption,ev_after_fees,p_yes,p_no,market_p_yes,market_p_no,reason,order_id,diff_pct,max_pct,error,error_type,arg0,arg1,arg2,arg3,arg4,arg5,arg6,arg7,arg8,arg9,arg10,arg11,arg12,arg13,arg14,arg15,arg16,arg17,arg18,arg19,fields_json,exception
2026-01-16T01:26:17.316389+00:00,1768526777.316389,INFO,__main__,CSV_LOG,CSV_LOG enabled path=%s,CSV_LOG enabled path=runs\btc15m_live_20260116_012617.csv,,,,,,,,,,,,,,,,,,,,,,,,,runs\btc15m_live_20260116_012617.csv,,,,,,,,,,,,,,,,,,,,,
2026-01-16T01:26:20.506247+00:00,1768526780.506247,INFO,__main__,BALANCE,BALANCE available=$%.2f portfolio_value=$%.2f,BALANCE available=$16.96 portfolio_value=$0.00,,,,,,,,,,,,,,,,,,,,,,,,,16.96,0.0,,,,,,,,,,,,,,,,,,,,
2026-01-16T01:26:20.608390+00:00,1768526780.608390,INFO,__main__,,01:26:19Z  KXBTC15M-26JAN152030-30  tte=3m40s  spot=$95508.03  strike=$95454.42  fee_mode=taker  fee/c=-  p_up=88.26%  mkt=90.00%  EV_yes=-2.74%  EV_no=-2.26%  decision=-  kelly=-  qty=-,01:26:19Z  KXBTC15M-26JAN152030-30  tte=3m40s  spot=$95508.03  strike=$95454.42  fee_mode=taker  fee/c=-  p_up=88.26%  mkt=90.00%  EV_yes=-2.74%  EV_no=-2.26%  decision=-  kelly=-  qty=-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-16T01:26:26.731449+00:00,1768526786.731449,INFO,__main__,BALANCE,BALANCE available=$%.2f portfolio_value=$%.2f,BALANCE available=$16.96 portfolio_value=$0.00,,,,,,,,,,,,,,,,,,,,,,,,,16.96,0.0,,,,,,,,,,,,,,,,,,,,
2026-01-16T01:26:26.790537+00:00,1768526786.790537,INFO,__main__,,01:26:26Z  KXBTC15M-26JAN152030-30  tte=3m33s  spot=$95504.26  strike=$95454.42  fee_mode=taker  fee/c=-  p_up=86.24%  mkt=88.00%  EV_yes=-2.76%  EV_no=-2.24%  decision=-  kelly=-  qty=-,01:26:26Z  KXBTC15M-26JAN152030-30  tte=3m33s  spot=$95504.26  strike=$95454.42  fee_mode=taker  fee/c=-  p_up=86.24%  mkt=88.00%  EV_yes=-2.76%  EV_no=-2.24%  decision=-  kelly=-  qty=-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-16T01:26:32.741273+00:00,1768526792.741273,INFO,__main__,BALANCE,BALANCE available=$%.2f portfolio_value=$%.2f,BALANCE available=$16.96 portfolio_value=$0.00,,,,,,,,,,,,,,,,,,,,,,,,,16.96,0.0,,,,,,,,,,,,,,,,,,,,
2026-01-16T01:26:32.793730+00:00,1768526792.793730,INFO,__main__,,01:26:32Z  KXBTC15M-26JAN152030-30  tte=3m27s  spot=$95504.26  strike=$95454.42  fee_mode=taker  fee/c=-  p_up=86.24%  mkt=89.00%  EV_yes=-3.76%  EV_no=-1.24%  decision=-  kelly=-  qty=-,01:26:32Z  KXBTC15M-26JAN152030-30  tte=3m27s  spot=$95504.26  strike=$95454.42  fee_mode=taker  fee/c=-  p_up=86.24%  mkt=89.00%  EV_yes=-3.76%  EV_no=-1.24%  decision=-  kelly=-  qty=-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-16T01:26:38.979092+00:00,1768526798.979092,INFO,__main__,BALANCE,BALANCE available=$%.2f portfolio_value=$%.2f,BALANCE available=$16.96 portfolio_value=$0.00,,,,,,,,,,,,,,,,,,,,,,,,,16.96,0.0,,,,,,,,,,,,,,,,,,,,
2026-01-16T01:26:39.035577+00:00,1768526799.035577,INFO,__main__,,01:26:38Z  KXBTC15M-26JAN152030-30  tte=3m21s  spot=$95502.83  strike=$95454.42  fee_mode=taker  fee/c=-  p_up=86.48%  mkt=89.00%  EV_yes=-3.52%  EV_no=-0.48%  decision=-  kelly=-  qty=-,01:26:38Z  KXBTC15M-26JAN152030-30  tte=3m21s  spot=$95502.83  strike=$95454.42  fee_mode=taker  fee/c=-  p_up=86.48%  mkt=89.00%  EV_yes=-3.52%  EV_no=-0.48%  decision=-  kelly=-  qty=-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-16T01:26:44.971662+00:00,1768526804.971662,INFO,__main__,BALANCE,BALANCE available=$%.2f portfolio_value=$%.2f,BALANCE available=$16.96 portfolio_value=$0.00,,,,,,,,,,,,,,,,,,,,,,,,,16.96,0.0,,,,,,,,,,,,,,,,,,,,
2026-01-16T01:26:45.026315+00:00,1768526805.026315,INFO,__main__,,01:26:44Z  KXBTC15M-26JAN152030-30  tte=3m15s  spot=$95502.84  strike=$95454.42  fee_mode=taker  fee/c=$0.0100  p_up=86.48%  mkt=91.00%  EV_yes=-5.52%  EV_no=0.52%  decision=NO  kelly=0.17%  qty=0,01:26:44Z  KXBTC15M-26JAN152030-30  tte=3m15s  spot=$95502.84  strike=$95454.42  fee_mode=taker  fee/c=$0.0100  p_up=86.48%  mkt=91.00%  EV_yes=-5.52%  EV_no=0.52%  decision=NO  kelly=0.17%  qty=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-16T01:26:51.099626+00:00,1768526811.099626,INFO,__main__,BALANCE,BALANCE available=$%.2f portfolio_value=$%.2f,BALANCE available=$16.96 portfolio_value=$0.00,,,,,,,,,,,,,,,,,,,,,,,,,16.96,0.0,,,,,,,,,,,,,,,,,,,,
2026-01-16T01:26:51.151468+00:00,1768526811.151468,INFO,__main__,,01:26:50Z  KXBTC15M-26JAN152030-30  tte=3m09s  spot=$95502.83  strike=$95454.42  fee_mode=taker  fee/c=$0.0100  p_up=86.48%  mkt=91.00%  EV_yes=-5.52%  EV_no=0.52%  decision=NO  kelly=0.17%  qty=0,01:26:50Z  KXBTC15M-26JAN152030-30  tte=3m09s  spot=$95502.83  strike=$95454.42  fee_mode=taker  fee/c=$0.0100  p_up=86.48%  mkt=91.00%  EV_yes=-5.52%  EV_no=0.52%  decision=NO  kelly=0.17%  qty=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-16T01:26:57.183105+00:00,1768526817.183105,INFO,__main__,BALANCE,BALANCE available=$%.2f portfolio_value=$%.2f,BALANCE available=$16.96 portfolio_value=$0.00,,,,,,,,,,,,,,,,,,,,,,,,,16.96,0.0,,,,,,,,,,,,,,,,,,,,
2026-01-16T01:26:57.235384+00:00,1768526817.235384,INFO,__main__,,01:26:56Z  KXBTC15M-26JAN152030-30  tte=3m03s  spot=$95502.84  strike=$95454.42  fee_mode=taker  fee/c=$0.0100  p_up=86.48%  mkt=91.00%  EV_yes=-5.52%  EV_no=1.52%  decision=NO  kelly=0.28%  qty=0,01:26:56Z  KXBTC15M-26JAN152030-30  tte=3m03s  spot=$95502.84  strike=$95454.42  fee_mode=taker  fee/c=$0.0100  p_up=86.48%  mkt=91.00%  EV_yes=-5.52%  EV_no=1.52%  decision=NO  kelly=0.28%  qty=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-16T01:27:03.307696+00:00,1768526823.307696,INFO,__main__,BALANCE,BALANCE available=$%.2f portfolio_value=$%.2f,BALANCE available=$16.96 portfolio_value=$0.00,,,,,,,,,,,,,,,,,,,,,,,,,16.96,0.0,,,,,,,,,,,,,,,,,,,,
2026-01-16T01:27:03.367727+00:00,1768526823.367727,INFO,__main__,,01:27:02Z  KXBTC15M-26JAN152030-30  tte=2m57s  spot=$95539.05  strike=$95454.42  fee_mode=taker  fee/c=$0.0100  p_up=96.67%  mkt=94.00%  EV_yes=1.67%  EV_no=-8.67%  decision=YES  kelly=4.45%  qty=0,01:27:02Z  KXBTC15M-26JAN152030-30  tte=2m57s  spot=$95539.05  strike=$95454.42  fee_mode=taker  fee/c=$0.0100  p_up=96.67%  mkt=94.00%  EV_yes=1.67%  EV_no=-8.67%  decision=YES  kelly=4.45%  qty=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-16T01:27:09.417089+00:00,1768526829.417089,INFO,__main__,BALANCE,BALANCE available=$%.2f portfolio_value=$%.2f,BALANCE available=$16.96 portfolio_value=$0.00,,,,,,,,,,,,,,,,,,,,,,,,,16.96,0.0,,,,,,,,,,,,,,,,,,,,
2026-01-16T01:27:09.470523+00:00,1768526829.470523,INFO,__main__,,01:27:08Z  KXBTC15M-26JAN152030-30  tte=2m51s  spot=$95539.04  strike=$95454.42  fee_mode=taker  fee/c=-  p_up=96.67%  mkt=96.00%  EV_yes=-0.33%  EV_no=-3.67%  decision=-  kelly=-  qty=-,01:27:08Z  KXBTC15M-26JAN152030-30  tte=2m51s  spot=$95539.04  strike=$95454.42  fee_mode=taker  fee/c=-  p_up=96.67%  mkt=96.00%  EV_yes=-0.33%  EV_no=-3.67%  decision=-  kelly=-  qty=-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-16T01:27:15.528053+00:00,1768526835.528053,INFO,__main__,BALANCE,BALANCE available=$%.2f portfolio_value=$%.2f,BALANCE available=$16.96 portfolio_value=$0.00,,,,,,,,,,,,,,,,,,,,,,,,,16.96,0.0,,,,,,,,,,,,,,,,,,,,
